sentiment,tweet,Processed Text
1,apacik yg aku gatauu wkwk,apacik gatauu wkwk
0,aku pernah ketemu charlie puth tapi pas ketemu mukanya lagi bonyok gitu gak tau kenapa ,pernah ketemu charlie puth pas ketemu muka ayah ibu enggak tahu
-1,kita berada di zaman bahwa ceklis biru di whatsapp itu menyakitkan kalau nggak langsung dibales udah gitu last seen n ,ada zaman ceklis biru whatsapp sakit kalau langsung dibales begitu last seen
-1,jadi aq harus manggil dek nggak ngerti aku lupaaaaa semwa ,jadi harus manggil adik erti lupaaaaa semwa
0,wah serius bali jugaaa hahahaha sudah aku fllbck ya ,wah serius bal hahahaha fllbck iya
0,bgun pgi je bkak twitter tgok2 dh 10k tq smua nie lgi sorang aku bgun2 je dia dh ad kt seblh penat sgt lh tu sian dia candi ,bangun pagi je bkak twitter tgok dah k terima kasih semua lagi sorang bgun je dah seblh penat sangat itu sian candi
0,giveaway ale dalam rangka ultahnya kim namjoon aku mau ngerayain dengan giveaway album bts rules ,giveaway ale rangka ultahnya kim namjoon mau raya giveaway album bts rules
1,aku apalagi kak wkwkkwk,kak wkwkkwk
1,makkkk ucapin aku ultah dong sekalian sama kadonya ya ,makkkk ucap ultah dong sekali sama kado iya
0,aku rasa kalau kau mesti pick support role dlu pastu tukar fikiran main carry ,rasa kalau mesti pick support role dulu pastu tukar pikir main carry
1,hahahahaa gi mkn2 je pun kawan aku tikah yg dri johor tu dtg so bawak la dia jenjalan nk pegi mana ,hahahahaa gi mkn je kawan tikah dari johor datang sok bawa lah jenjalan nk pegi mana
0,help mini giveaway karena ini soothing gel gaakan kepake aku mau ga in aja yaa fungsinya sama kok kaya aloe vera cuma ,help mini giveaway soothing gel gaakan kepake mau enggak ini saja fungsi sama kok kayak aloe vera cuma
-1,mungkin ramai aktivis mahasiswa takkan bersetuju dengan aku tapi atleast tunjuk sikit nilai keberadaban kau bila bersama ,mungkin ramai aktivis mahasiswa tak tuju atleast tunjuk sikit nilai adab bila sama
0,wih apaan tuh ,wih apa tuh
0,bukan tak nak kdg tu aku rasa macam kapitalis pulaori lah kalau rasa macam kasarbb ni monolog dalam diri aku w ,bukan nak kadang rasa macam kapitalis pulaori lah kalau rasa macam kasarbb monolog diri gue
0,sama lah kawan bertahun tahun pastu tak berkawan pun bertahun tahun ,sama lah kawan tahun tahun pastu kawan tahun tahun
1,hahaha anjir,hahaha anjing
1,agreed ,agreed
0,atau dialog pilm yang ga kalah melegenda ini barusan saya ngelempar pulpen ke orang gara gara ada yg berisik di ruangan ,dialog film enggak kalah legenda barusan ngelempar pulpen gara gara yang berisik ruang
0,syaland aku jadi ingin makan mie,syaland jadi makan mie
0,chemotherapy gdp cycle 2 day 1 orang lain sibuk daftar sem aku sibuk daftar wad doakan yg baik baik https ,chemotherapy gdp cycle day sibuk daftar sem sibuk daftar wad doa baik baik
0,yowes sayang aku gak lek sayang bawain aku amer,sudah sayang enggak lek sayang bawain amer
-1,bangsat ha carutan 1st aku hari jumaat ni p kat budak ni lawak nau la tu ,bangsat tertawa carut st hari jumaat p kat budak lawak nau lah
-1,eirockya yg di radal dan pim jg itu ga enak sih imo rasa soto aku ingin ke aeon ,eirockya di radal pim itu enggak enak sih imo rasa soto ke aeon
1,bersusah susah dahulu bersenang senang kemudian kau kaya dulu aku kaya kemudian ,susah susah senang senang kemudian kayak dulu kayak kemudian
-1,menyesal nya aku tolong org mcm kau kenapa lah aku selalu fikir yg kau ni akan berubah tapi hakikatnya kau memang tak akan berubah ,sesal nya macam lah selalu fikir akan ubah hakikat memang akan ubah
-1,wkwk aku blm dapet oi,wkwk dapat oi
1,tuhan tolong aku ku tak dapat menahan rasa di dadaku,tuhan ku dapat tahan rasa dada
-1,boys out there kalau girlfriend panggil kau babi babi leave her immediately it is toxic relationship you deserve mor ,boys out there kalau girlfriend panggil babi babi leave her immediately is toxic relationship you deserve mor
-1,bagaimana sikap kamu jika ada teman kantormu yang bersikap seperti bos pen gw tajong gitu ,bagaimana sikap ada teman kantor sikap bos pengin tajong
0,ya allah jadi mau pindah ke tempat kamu aja nder,iya allah jadi mau pindah tempat nder
1,aku yang triggered tengok poster tu apabenda tah emo kejap hahahahaha,triggered jenguk poster apabenda teh emo kejap hahahahaha
0,pagi tadi ada kem motivasi tetibe die pasang lagu gem ruh mata aku pun berhabuk,pagi tadi kem motivasi tetibe die pasang lagu gem ruh mata habuk
0,dia kata tapi bas nak gerak ni aku katalah kejap kak saya lari pegi print ni kejap jee dan dia kata lagi ,kata bas nak gerak kata kejap kak lari pegi print kejap jee kata
0,aku bermimpi sedang berbincang dengan teman teman ku waktu itu aku masih percaya tuhan ,mimpi sedang bincang teman teman ku waktu percaya tuhan
1,yes tetap presiden bpk mantap ,yes tetap presiden bapak mantap
-1,karena doi bikin aku gedeg emosi yg tak terhingga aku giveaway pulsa 5k buat 2 orang inierius aja aku umumin beso ,doi bikin gedek emosi tidak hingga giveaway pulsa k buat inierius umumin beso
-1,dia suka bagi fake hope kat aku ,suka fake hope kat
1,aku tunggu kak ,tunggu kak
0,tapi aku tu ,
0,kau tuh sedar sikit kau keluar ngan kawan pon guna duit bapak aku jugak lain la kau guna duit sendiri,tuh dar sikit keluar ngan kawan pon duit bapak lain lah duit sendiri
-1,apadaya aku yg ga cuping tapi cte bawaan lahirr,apadaya enggak cuping cte bawa lahir
-1,aku tak cakap tak sedih sedih la gak tapi most of the time aku tutup mata dah cenna burn 15 hinggit,cakap sedih sedih lah enggak paling of the time tutup mata deh cenna burn hinggit
1,biarpun aku gak keren tapi aku bisa selalumembuat kamu tertawa nobita,biarpun enggak keren selalumembuat tertawa nobita
-1,nctea gifnya setengah detik aku baper berkepanjangan ,nctea gifnya tengah detik bawa asa panjang
0,hadiahnya 2 dear me lip coat shade dear fanny untuk 2 orang deadlineabtu 15ept 18 pukul 7 malam w ,hadiah dear me lip coat shade dear fanny deadlineabtu ept pukul malam gue
1,klo ak pnya pintu doraemon ak pngen masuk ke hati km biar ak tau perasaan km ke ak sama gak kaya perasaan aku ke km,kalau punya pintu doraemon pengin masuk hati biar tahu asa saya sama enggak kayak asa
1,sekarang jugak aku install tiktok ,sekarang install tiktok
0,saya mau ngelamar anak ibu pekerjaan kamu apa saya pemain bola mau dikasih makan apa anak saya ya makan nasi bu ,mau lamar anak ibu kerja apa main bola mau kasih makan apa anak iya makan nasi bu
-1,aku sedang mengkaji rasa yang kian lama kerap meresahkan jiwa ketika memejam dalam gelap ruang kau seolah hadir da ,sedang kaji rasa kian lama kerap resah jiwa mejam gelap ruang hadir dah
0,undur undur ,undur undur
0,kamu baring deh garing,baring deh garing
-1,tak semua lelaki trash arghhh ,semua lelaki trash ah
1,snow menipu tapi aku suka ,snow tipu suka
-1,rugi la aku vote cantu hmm,rugi lah vote cantu hmm
-1,aku tak bersedia nak hadapi sebarang kemungkinan dalam relay ni sekali lagi im sorry ,sedia nak hadap sebarang mungkin relay sekali im maaf
-1,hati ku satu tak patahkan jadi dua patahan yang satu kamu bawa agar saat kamu pergi dariku kamu tau ada orang yang menyia ,hati ku satu patah jadi patah satu bawa saat pergi dari tahu sia
0,jadi dpn mata aku bf keja melaka gf keja johor yg si gf tiap malam keluar dgn laki lain satu company yg x bole ,jadi depan mata bf keja melaka gf keja johor sih gf tiap malam keluar laki satu company kali
1,aku takperlu nak sedih sbb dia yg bodoh lepaskan orng yg betul2 sygkan dia ,takperlu nak sedih ikut bodoh lepas yang betulbetul sygkan
1,semoga tabah dan sabar dalam setiap ujian yang aku terima ,moga tabah sabar tiap uji terima
0,tutup la aurat kalau ye pun hehehehe ,tutup lah aurat kalau ye hehehehe
0,no no no itu panggilan buat aku unn,no no no panggil buat unn
1,aku ikooodddd,ikooodddd
0,kang sakit sampai nazak kang baru cari nenek nak jumpa nenek padahal masa sihat taknak jumpa pun bila ada kenduri ,kang sakit nazak kang baru cari nenek nak jumpa nenek padahal masa sehat taknak jumpa bila kenduri
0,kalau ada jangan lupa tag aku ,kalau jangan lupa tag
0,ngetik kangen aku tuh hapus ldmstro ,etik kangen tuh hapus ldmstro
1,rasa tulus mencintai seseorang kamu pikir berapa kali akan muncul dalam satu kehidupan kamu tak tau betapa berha ,rasa tulus cinta orang pikir berapa kali muncul satu hidup tahu betapa berha
-1,aku menampung patah hatimu yang murung sedang kau tak pernah beranjak dari cinta yang membuatmu retak ,tampung patah hati murung sedang pernah anjak cinta buat retak
-1,eh eh bukan buat kamu kok ,eh eh bukan buat kok
1,sama dgn aku mekanikal jugak tapi macam mustahil je terjumpa nnti hahahaha btw goodluck study hahaha,sama mekanikal tapi macam mustahil je jumpa hahahaha ngomongngomong goodluck study hahaha
1,baru tau aku thanks mbak,baru tahu terima kasih mbak
-1,ga mau ntar kamu ketagihan tipsen truss,enggak mau tagih tipsen truss
1,kerenan nonton film wiroableng pendekar kapak maut naga geni 212 aku ngeri liat film jadul ,keren tonton film wiroableng pendekar kapak maut naga gen ngeri lihat film jaman dulu
0,waktunya makan siang makan lotek pake cabe 1 aja tiara makannya level pedes paling pecundang gitu katanya ha ,waktu makan siang makan lotek pakai cabe tiara makan level pedas paling cundang kata tertawa
-1,aku cuma bercandaekatzun sayaaaang maafin aku ,cuma bercandaekatzun sayaaaang maaf
0,kamu bekerja apa hft,kerja apa hft
0,siapa yg berani nemenin aku retweet ya ,siapa berani nemenin retweet iya
0,minya aku belah jadi 2 biar ala ala yutuber ngereview indomie gitu kan biasanya mi dibelah 2 maafkan kompornya iy ,mi belah jadi biar ala ala yutuber ngereview indomie kan biasa mi belah maaf kompor iya
0,betul ke mrsm ini ada kategori dan berbeza beza jadi mrsm mana yang paling baikapa masuk mrsm dulu aku nak isi borang ni ,betul mrsm ada kategori berbeza beza jadi mrsm mana paling baikapa masuk mrsm dulu nak isi borang
0,lewat aja nih kamu ganiat jb aku ,lewat ini ganiat jb
0,rlt siapa tau ada yg minat lg bu banget nih reply aja nnt aku dm makasih ,rlt siapa tahu yang minat bu banget reply nanti dm terima kasih
1,duniaku masih kamu ,dunia
1,jika suatu hari nanti di dirimu aku sudah kurang berarti kumohon tetap sapalah walau hanya dalam puisi ,suatu hari di diri kurang arti mohon tetap sapa hanya puisi
1,hahahaahahhahahahhaahahhahahshshahahahahahahha pqoootttttt tah mana tau dia lagi pun ka ,hahahaahahhahahahhaahahhahahshshahahahahahahha pqoootttttt teh mana tahu lagi kakak
1,mazmur 91 15 kalau ia berseru kepada ku aku akan menjawabnya di waktu kesesakan aku ak ,mazmur kalau seru ku jawab waktu sesak
1,weh kenapa duduk sini aku asyik macam nak sakit je haih kuatlah,weh duduk sini asyik macam nak sakit je haih kuat
0,daniel kan bayi besar berarti aku juga ,daniel kan bayi besar arti
0,ade segalanya aku ad ape tapelah aku pergi ni jangan cari aku ko pon da buang aku kan tade angin tade rib ,adek segala apa tapelah pergi jangan cari kok pon dah buang kan tade angin tade rib
1,kamu cantik apalagi kalau jb tweet aku,cantik kalau jb tweet
-1,sedih la yang pasal kucing dobi tu aku kalau dapat mamat tu memang aku kerat 14,sedih lah pasal kucing dobi kalau mamat memang kerat
0,borak dengan semalam di event vans nadhir is the artist behind budak nakal s album cover and aku terkesan betu ,borak malam event vans nadhir is the artist behind budak nakal si album cover and kes betu
-1,a aku ga ngapa ngapain kamu,a enggak ngapa sedang apa
0,dan setelah aku tanya kesalah satu ibu2 itu ada yg jwb aku liat di fb bisa buat lumpuh tangan bengkak dan buat i ,telah tanya salah satu ibuibu ada jawab lihat fb buat lumpuh tangan bengkak buat i
0,pm kata ok kamu semua nak sibuk apa ,pm kata semua nak sibuk apa
0,double park haish selipe aku belom penah makan muke org lg kang muke ko lak y merasmikn nnt ,double park haish selipe penah makan muka kang muka kok lak merasmikn
0,asal tetiba si kembar tu muncul dalam mimpi aku ,asal tetiba sih kembar muncul mimpi
-1,kamu galak,galak
0,han jisung birthday giveaway sambil ngerayain ultah han jdi aku mau bikin giveaway hadiah tempat pc amp lampu tumbl ,han jisung birthday giveaway raya ultah han jadi mau bikin giveaway hadiah tempat pc amp lampu tumbl
0,makan tido makan tido hari ni aku mereput je la kat rumah hadap diorang ni haih ,makan tido makan tido hari reput je lah kat rumah hadap orang haih
0,aku kalo stress pelepas stresnya belajar karena akarnya dari tugas gambar jadi seringin stress,kalau stres lepas stres ajar akar tugas gambar jadi ringin stres
-1,menitik air mata aku terbayang betapa terseksa kucing betina bunting tu mati melecur dalam mesin dryer kedai dobi taman ,titik air mata bayang betapa terseksa kucing betina bunting mati lecur mesin dryer kedai dobi taman
1,cinhappp happy birthday aduduu udah jarangg ketemu aku nihh semangat trs ya kamu di team j jangann lemot2 lagiii ,cinhappp bahagia birthday aduduu jarangg ketemu nih semangat terus iya team jangann lot
0,i remember my secondary school teacher telling me zakaria kamu takkan ke mana dengan perangai macam ni well pe ,i remember my secondary school teacher telling me zakaria tak mana perangai macam well pe
1,nga lah aku lg nungguin pria2 jumatan iya sama2 saling mendoakan,enggak lah tunggu pria jumat iya samasama saling doa
1,suka lucu ngeliat kelakuan orang orang yg ngerasa ga enak hati sama aku aku nya aja ndak papa lhooooo ,suka lucu lihat laku rasa enggak enak hati sama nya tidak papa lhooooo
-1,kalau bnda tu jadi lgi aku mals dh nk merayu ,kalau bunda jadi mals dah nk rayu
-1,complicated btul aku usha dak2 ptptn ,complicated betul usha dak ptptn
-1,haruskah unfollow semua olshop yg seliweran di ig ini jangan menggoda ku aku gatahan kalau di godaeriusan ,harus unfollow semua olshop seliwer ig jangan goda ku gatahan kalau godaeriusan
1,kwk ku juga dulu begitu ketemu pas lagi bruntusan trs dia bilang mau kamu jerawatan segede alaihim ,kwk ku dulu ketemu pas bruntusan terus bilang mau jerawat gede alaihim
1,nsib baik aku tk simpan lgi,nsib baik tak simpan
0,sumpah hangkrekeng tak kirim nang kon pas aku bingung ,sumpah hangkrekeng kirim nang kon pas bingung
1,iya aku kutikut ngetawain dan post skrinsyutnya pula maafkan aku dekjom sok2an ngetawain padahal ,iya kutikut ngetawain post skrinsyutnya maaf dekjom soksokan ngetawain padahal
1,mau yang manis liat erin aja dev hehe bercanda okay tunggu ya aku masuk ke supermarket dulu erin be ,mau manis lihat erin dev he canda okay tunggu iya masuk supermarket dulu erin be
-1,aku pamit dan jangan cari aku ,pamit jangan cari
-1,aku menyerah terhadapnya padahal dari kemarin sudah meyakinkan diri buat ikhlas ikhlas buat semua yg akan terjadi ,serah hadap padahal kemarin yakin diri buat ikhlas ikhlas buat semua akan jadi
0,dkt fb org share org beranak dkt twitter org rt org beranak aku mabuk tauu dah lah jenis takut darah ,dkt fb share anak dkt twitter rt anak mabuk tau deh lah jenis takut darah
0,am hy ada yg mau aku follow ga rt aja ko yeri ,sama hai yang mau follow enggak rt kok yeri
0,terus apa dong kalo bukan manusia purba manusia pra sejarah ,terus apa dong kalau bukan manusia purba manusia pra sejarah
0,newbie temen aku gisel 18th info tarif bo wa 087889579842 serius chat ya include hotel tebet availjaksel openboj ,newbie teman gisel th informasi tarif bo wa serius chat iya include hotel tebet availjaksel openboj
0,macam mana bos aku tau aku tengah menyorok kat malaysia ni aku dah tak buat dah kerja2 spy ni aku dah bersara nak hidup ,macam mana bos tahu tengah sorok kat malaysia deh buat deh kerja ini deh sara nak hidup
-1,apakah masih ada aku di hati mu ,masih hati mu
-1,sejuk gedi kat jetty ni aku menyesal tak bawak jaket ,sejuk gedi kat jetty sesal bawa jaket
0,kalau kwn aku pregnant aku cari kau kata fathia latif first of all kalau kau kwn yg baik kau halang dah member ,kalau kwn pregnant cari kata fathia latif first of all kalau kwn baik halang deh member
1,ga buat tas gucci tinggal aja kan yaa aku seumur2 blm pernah menang ga wkwkwkwkw ,enggak buat tas gucci tinggal kan umur pernah menang enggak wkwkwkwkw
1,mohon rmi lelaki yg merokok buat mcm ni hahahha,mohon rmi lelaki rokok buat macam hahahha
1,mmg aku duk sana tuk makan je hahahaha,memang duk sana makan je hahahaha
-1,aku banyak diam bukan sebab aku taknak bergaul tapi aku penat sembang kosong ,banyak diam bukan taknak gaul penat sembang kosong
1,erghh mungkin boleh dipertimbangkan aku sejak kebelakangan ni makin pendek tangannya hahahhaha,erghh mungkin timbang sejak belakang makin pendek tangan hahahhaha
